"Endpoint Name","Site","Last Logged In User","OS Username","Group","Tags","Domain","Account","Console Visible IP","Agent Version","Serial Number","Subscribed On","Device Type","Model Name","OS","OS Version","Architecture","Memory","CPU Count","CPU Type","Core Count","Management Connectivity","Network Status","Update Status","Scan Status","Last Reported IP","Pending Uninstall","Disk Encryption","Agent UUID","Agent ID","Customer Identifier","Console Migration Status","Operational State","Operational State Expiration","Last Reboot Date","Installer Type","Reboot Required due to Threat","User Action Required","Remote Profiling State","Remote Profiling Expiration","Storage Type","Storage Name","Cloud Account","Cloud Location","Cloud Network","Cloud Image","Cloud Tags","Cloud Instance Size","Cloud Instance ID","Cloud Security Group","Cluster Name","K8s Type","K8s Version","Agent Namespace","Agent Pod Name","K8s Node Name","K8s Node Labels","ECS Type","ECS Version","ECS Cluster Name","ECS Task Arn","ECS Task Availability Zone","ECS Service Name","ECS Service Arn","ECS Task Definition Family","ECS Task Definition Revision","ECS Task Definition Arn","Is Uninstalled","Decommissioned at","Missing Permissions"
"SHOMRMAGRU01","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Jul 31, 2024 03:19:38 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jul 31, 2024 04:31:25 PM )","10.36.52.18","No","Off","e73f41b7-5692-af9f-7dce-d472cf254d6b",2006642094252497415,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 02:00:51 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU05","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Jul 31, 2024 02:41:09 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jul 31, 2024 04:09:45 PM )","10.36.52.21","No","Off","8f00519b-604d-34f8-5e9f-b5aa6a2f7197",2006622728414690452,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 02:20:16 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU04","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Jul 31, 2024 02:40:56 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jul 31, 2024 03:48:22 PM )","10.36.52.17","No","Off","8f4cafa5-a284-f0ae-85db-9fa6f9c50ba2",2006622612811237925,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 02:19:41 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU03","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.2.2.4","N/A","Jul 31, 2024 02:40:39 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jul 31, 2024 04:13:00 PM )","10.36.52.22","No","Off","8fe118be-0599-c829-5fab-d09219d07ddc",2006622470204863859,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 02:16:41 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Jul 31, 2024 02:40:33 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Offline","Connected","Up to date","Aborted( Jul 31, 2024 02:43:36 PM )","10.36.52.19","No","Off","8fdaf964-7734-52d4-edb9-d0e7b5823746",2006622419554437685,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 03:10:10 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCUPSGRU04","Default site","N/A","root","SERVIDORES LINUX","Impacto : A-Catastrófico, ACN : CMS","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Jul 29, 2024 02:54:22 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.5 (Plow) 5.14.0-503.19.1.el9_5.x86_64","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Aborted( Jul 30, 2024 11:59:01 AM )","172.31.49.209","No","Off","e6b75846-1e51-b2d8-0ce6-7c606716a66e",2005179829908893034,"N/A","N/A","Not disabled","N/A","Dec 25, 2024 12:26:25 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCUPSGRU03","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Jul 29, 2024 02:53:44 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.5 (Plow) 5.14.0-503.19.1.el9_5.x86_64","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jul 29, 2024 03:09:07 PM )","172.31.49.208","No","Off","e6ae43fc-ef92-b667-11bd-a755478f7752",2005179504145609241,"N/A","N/A","Not disabled","N/A","Dec 25, 2024 12:19:01 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"template-redhat9.4","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Jul 17, 2024 08:02:13 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.4 (Plow) 5.14.0-427.26.1.el9_4.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Offline","Connected","Up to date","Completed( Jul 17, 2024 08:45:42 PM )","192.168.0.55","No","Off","e388d2f9-1398-ec9d-38bb-d49239e33aa0",1996637466800279452,"N/A","N/A","Not disabled","N/A","Oct 16, 2024 07:23:49 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPSSHGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Jul 17, 2024 07:10:46 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-49-generic","64 bit","63 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",40,"Online","Connected","Up to date","Aborted( Jul 17, 2024 07:39:43 PM )","172.31.49.176","No","Off","e3d82b5f-7397-3ef3-39b7-62a3fd6c83c8",1996611564959137593,"N/A","N/A","Not disabled","N/A","Nov 26, 2024 01:29:36 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapbigru01","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : D-Menor","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Jul 15, 2024 06:41:25 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.8.1.el6.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Jul 15, 2024 11:26:26 PM )","172.31.49.156","No","Off","e284bdbe-c501-8de7-1ef4-6e9c1e733b9f",1995147240648017381,"N/A","N/A","Not disabled","N/A","Oct 24, 2023 12:48:28 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdaprpgru09","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","localhost","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Jul 12, 2024 02:21:29 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 16.04.6 LTS 4.4.0-210-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jul 12, 2024 03:46:53 PM )","192.168.0.33","No","Off","e117ed17-e71e-527d-bcdc-8b9588cd0e92",1992842091896783633,"N/A","N/A","Not disabled","N/A","Aug 12, 2024 12:08:33 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMBDMOOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Jun 26, 2024 08:09:52 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-112-generic","64 bit","16 GB",3,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",6,"Online","Connected","Out of date","Completed( Jun 26, 2024 10:34:47 PM )","10.36.52.82","No","Off","dcbd17d3-5508-43bb-cded-ec0144b78544",1981421021676070419,"N/A","N/A","Not disabled","N/A","Jun 26, 2024 07:55:37 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPMOOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Jun 26, 2024 08:08:45 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-112-generic","64 bit","8 GB",2,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jun 26, 2024 09:38:14 PM )","10.36.52.81","No","Off","dcae18dc-e22e-1081-6981-0675da641b8f",1981420463263007542,"N/A","N/A","Not disabled","N/A","Jun 26, 2024 06:05:27 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCMSGRU05.gru.local","Default site","N/A","root","SERVIDORES LINUX","ACN  : CMS, Impacto : A-Catastrófico","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Jun 21, 2024 06:40:41 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.11.1.el6.x86_64","64 bit","126 GB",2,"Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz",24,"Online","Connected","Up to date","Completed( Jun 22, 2024 12:30:21 AM )","172.31.49.90","No","Off","db0c062e-1a62-e5ff-f74f-0df09b7ff0c4",1977752254226076362,"N/A","N/A","Not disabled","N/A","Jul 26, 2023 07:58:33 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPCMSGRU04.gru.local","Default site","N/A","root","SERVIDORES LINUX","ACN  : CMS, Impacto : A-Catastrófico","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Jun 21, 2024 04:40:42 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.11.1.el6.x86_64","64 bit","126 GB",2,"Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz",24,"Online","Connected","Up to date","Completed( Jun 21, 2024 09:18:36 PM )","172.31.49.89","No","Off","db80fc29-8ce5-535e-cee6-a1dcf43d0451",1977691870607239328,"N/A","N/A","Not disabled","N/A","Jul 26, 2023 07:32:07 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPRPGRU14","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Jun 12, 2024 08:14:36 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.22.1.el8_10.x86_64","64 bit","3 GB",4,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Offline","Connected","Up to date","Completed( Jun 12, 2024 08:25:48 PM )","192.168.0.61","No","Off","d8ef3941-12de-8c6e-6d7b-a8c8cdb3559e",1971276549570607629,"N/A","N/A","Not disabled","N/A","Oct 18, 2024 07:03:48 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU05","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Jun 12, 2024 06:26:06 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-40-generic","64 bit","10 GB",3,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",6,"Online","Connected","Up to date","Completed( Jun 12, 2024 06:42:47 PM )","172.16.253.72","No","Off","d677ed09-389e-bab1-1d38-f6eb7b9c936d",1971221939258486745,"N/A","N/A","Not disabled","N/A","Aug 20, 2024 03:29:54 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU02","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Jun 12, 2024 06:24:51 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-40-generic","64 bit","18 GB",5,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",10,"Online","Connected","Up to date","Aborted( Jun 12, 2024 06:29:20 PM )","172.16.253.69","No","Off","d676dcad-a383-4607-0894-5405b0273665",1971221305859639732,"N/A","N/A","Not disabled","N/A","Aug 15, 2024 03:26:18 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Jun 12, 2024 06:23:37 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-39-generic","64 bit","10 GB",3,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",6,"Online","Connected","Up to date","Completed( Jun 12, 2024 06:41:42 PM )","172.16.253.68","No","Off","d543e28e-03c5-06a2-4497-92a43e464804",1971220689808408570,"N/A","N/A","Not disabled","N/A","Aug 09, 2024 03:57:56 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU04","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Jun 11, 2024 08:14:25 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-40-generic","64 bit","6 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Jun 11, 2024 08:29:04 PM )","172.16.253.71","No","Off","d84d6b0e-0803-5aae-0762-2e3c8fd4918f",1970551679600020355,"N/A","N/A","Not disabled","N/A","Aug 20, 2024 03:31:05 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDMYSQLGRU03","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Jun 11, 2024 01:32:16 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-45-generic","64 bit","18 GB",3,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",6,"Online","Connected","Up to date","Completed( Jun 11, 2024 01:46:35 PM )","172.31.49.234","No","Off","d76602d2-ad20-d568-f1eb-496d6df4d19a",1970349272792854609,"N/A","N/A","Not disabled","N/A","Oct 09, 2024 01:37:58 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDZBGRU03","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Jun 05, 2024 07:56:52 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Ubuntu 24.04.1 LTS 6.8.0-40-generic","64 bit","33 GB",10,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",10,"Online","Connected","Up to date","Completed( Jun 05, 2024 08:12:25 PM )","172.16.253.70","No","Off","d6e712ac-d45e-787c-bba7-838e3d676df6",1966194187715884834,"N/A","N/A","Not disabled","N/A","Aug 09, 2024 04:03:56 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPPOSTGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","May 28, 2024 02:36:16 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.5.1.el8_10.x86_64","64 bit","4 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Up to date","Completed( May 28, 2024 02:48:41 PM )","172.31.49.13","No","Off","d3068b0b-d35b-74a7-8b51-c8c82c098f21",1960234622494932434,"N/A","N/A","Not disabled","N/A","Jun 18, 2024 06:53:25 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPGLPIGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","May 17, 2024 11:21:28 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-107-generic","64 bit","16 GB",8,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",8,"Offline","Connected","Up to date","Completed( May 18, 2024 12:30:28 AM )","172.31.50.82","No","Off","d0f85902-78f4-d899-00fb-416159792215",1952526432990285871,"N/A","N/A","Not disabled","N/A","May 17, 2024 11:21:40 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPGLPIGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Apr 25, 2024 05:15:37 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-124-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Apr 25, 2024 07:08:23 PM )","172.31.50.80","No","Off","c93e0809-d210-2019-08c4-4750b0fee66d",1936397228033261814,"N/A","N/A","Not disabled","N/A","Oct 22, 2024 09:09:54 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPIHSGRU02","Default site","N/A","root","SERVIDORES DMZ","ACN : BROKER, Impacto : B-Perigoso","gru.local","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Apr 19, 2024 01:38:46 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise release 8.3 (Ootpa) 4.18.0-240.10.1.el8_3.x86_64","64 bit","8 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Out of date","Aborted( Apr 19, 2024 01:42:28 PM )","192.168.0.41","No","Off","c700e2a0-25f5-fd28-e46c-d0f2739fe028",1931939422833812091,"N/A","N/A","Not disabled","N/A","Oct 03, 2024 04:13:47 AM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdaprpgru03","Default site","N/A","root","SERVIDORES DMZ","ACN : AMS, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","23.1.2.9","N/A","Mar 21, 2024 08:46:20 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 16.04 LTS 4.4.0-45-generic","64 bit","5 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Offline","Connected","Up to date","Completed( Mar 22, 2024 03:50:01 AM )","192.168.0.26","No","Off","be8640ad-99ac-cd58-409f-154a8eddb6be",1911136128497696852,"N/A","N/A","Not disabled","N/A","Aug 29, 2024 08:42:49 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPCMSGRU03","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Mar 08, 2024 03:05:14 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.16.1.el8_10.x86_64","64 bit","17 GB",4,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Mar 08, 2024 04:16:34 PM )","172.31.52.31","No","Off","ba4a95cf-7bdf-3fda-bede-2308e155feec",1901542362263193543,"N/A","N/A","Not disabled","N/A","Sep 17, 2024 09:40:02 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
